Panelist ID,Panelist Type,Combined Pre-Tax Income of HH,Family Size,HH_RACE,Type of Residential Possession,COUNTY,HH_AGE,HH_EDU,HH_OCC,Age Group Applied to Male HH,Education Level Reached by Male HH,Occupation Code of Male HH,Male Working Hour Code,MALE_SMOKE,Age Group Applied to Female HH,Education Level Reached by Female HH,Occupation Code of Female HH,Female Working Hour Code,FEM_SMOKE,Number of Dogs,Number of Cats,Children Group Code,Marital Status,Language,Number of TVs Used by HH,Number of TVs Hooked to Cable,Year,HISP_FLAG,HISP_CAT,HH Head Race (RACE2),HH Head Race (RACE3),Microwave Owned by HH,ZIPCODE,FIPSCODE,market based upon zipcode,IRI Geography Number,EXT_FACT
1163576,0,6,2,1,1,C,3,7,2,7,9,11,7,.,3,7,2,3,0,0,0,2,1,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1163584,0,10,4,1,2,C,3,4,1,3,4,1,2,0,3,4,1,2,0,1,0,2,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1163683,0,10,2,1,1,C,2,0,0,2,4,1,3,.,2,6,1,3,.,0,0,8,2,.,3,.,3,0,.,1,1,.,1201,25003,1,1,1
1163741,0,6,1,1,1,C,2,4,2,7,9,11,7,.,2,4,2,3,0,0,0,8,1,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1163774,0,8,2,1,2,C,4,4,4,5,7,10,4,1,4,4,4,3,0,1,1,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1163782,0,10,2,1,2,C,3,4,9,7,9,11,7,.,3,4,9,2,1,1,4,8,1,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1163790,0,11,4,1,1,C,3,5,1,2,4,6,3,0,3,5,1,3,0,1,0,3,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1163824,0,5,2,1,2,C,4,6,13,5,7,8,2,1,4,6,13,5,1,1,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1164053,0,1,1,1,2,C,1,0,0,1,4,1,3,.,7,9,11,7,.,0,0,8,1,.,5,.,3,0,.,1,1,.,1201,25003,1,1,1
1164152,0,10,2,1,2,C,3,0,0,3,4,1,3,.,3,6,1,3,.,0,0,8,2,.,3,.,3,0,.,1,1,.,1226,25003,1,1,1
1164194,0,7,3,1,2,C,2,6,4,7,9,11,7,.,2,6,4,2,.,1,1,8,1,.,2,3,3,0,.,1,1,1,1201,25003,1,1,1
1164202,0,11,3,1,2,C,2,0,0,3,4,1,3,.,2,6,1,3,.,1,1,1,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1164236,0,7,2,1,1,C,2,0,0,3,4,1,3,.,2,6,1,3,.,0,0,8,2,.,1,.,3,0,.,1,1,.,1201,25003,1,1,1
1180018,0,11,4,1,2,C,4,7,1,5,7,7,3,.,4,7,1,3,0,2,0,2,2,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1180034,0,2,1,1,1,C,6,4,13,7,9,11,7,.,6,4,13,1,1,0,1,8,4,1,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1180042,0,2,1,1,1,C,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,3,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1180083,0,7,2,1,2,C,5,6,1,6,6,10,4,0,5,6,1,3,0,1,1,8,2,.,4,2,3,0,.,1,1,1,1201,25003,1,1,1
1180091,0,6,2,1,2,C,6,6,1,7,9,11,7,.,6,6,1,3,0,0,1,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1180166,0,4,1,1,2,C,6,3,13,7,9,11,7,.,6,3,13,1,0,0,0,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1180232,6,6,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1180273,6,7,2,1,2,C,5,6,4,6,5,10,4,0,5,6,4,2,0,1,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1180323,0,8,2,1,2,C,5,4,1,6,8,3,3,0,5,4,1,3,0,0,0,8,2,.,3,1,3,.,.,.,1,1,1201,25003,1,1,1
1180356,0,2,2,1,1,C,6,2,8,6,2,10,4,.,6,2,8,2,.,0,0,8,2,.,1,1,3,.,.,.,1,1,1201,25003,1,1,1
1180372,0,6,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1180489,0,8,2,1,2,C,5,4,13,5,4,7,3,0,5,4,13,5,0,1,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1180554,5,8,3,1,2,C,5,8,5,5,8,6,3,0,5,8,5,3,0,1,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1180562,0,8,2,1,2,C,6,4,13,6,4,10,4,0,6,4,13,1,0,0,0,8,2,1,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1180612,0,7,2,1,2,C,6,6,10,6,6,3,2,0,6,6,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1180653,0,2,1,1,2,C,6,4,13,7,9,11,7,.,6,4,13,5,0,0,0,8,3,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1180729,5,6,3,1,2,C,4,4,1,4,4,13,1,1,4,4,1,3,1,0,0,8,2,.,3,3,3,0,.,2,2,1,1201,25003,1,1,1
1180745,0,2,1,1,1,C,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,1,1,1,3,0,.,1,1,.,1201,25003,1,1,1
1180836,0,3,1,1,2,C,6,6,10,7,9,11,7,.,6,6,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1180844,0,12,2,1,2,C,5,4,4,5,4,1,3,0,5,4,4,3,0,0,1,8,2,.,3,2,3,0,.,1,1,1,1201,25003,1,1,1
1180968,5,1,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,.,2,2,3,0,.,2,2,1,1201,25003,1,1,1
1180976,0,3,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1180992,0,11,4,1,2,C,5,7,13,5,7,2,3,0,5,7,13,5,0,0,1,8,2,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1181016,0,3,2,1,1,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1181040,6,3,2,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,4,3,3,0,.,1,1,1,1201,25003,1,1,1
1181123,0,6,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,1,0,1,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1181172,6,6,2,1,2,C,6,6,10,6,6,10,4,0,6,6,10,4,0,0,0,8,2,.,4,4,3,1,2,1,1,1,1201,25003,1,1,1
1181214,0,6,1,1,2,C,5,4,4,7,9,11,7,.,5,4,4,3,0,0,0,8,3,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1181297,5,7,2,1,2,C,6,7,1,6,4,6,2,0,6,7,1,2,0,1,1,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1181362,0,5,2,1,2,C,6,4,13,6,5,10,4,0,6,4,13,5,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1181438,0,6,1,1,1,C,5,5,1,7,9,11,7,.,5,5,1,3,0,0,0,8,3,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1181453,0,5,2,1,2,C,5,3,13,5,4,13,1,0,5,3,13,1,0,1,0,8,2,1,3,2,3,0,.,6,6,.,1201,25003,1,1,1
1181487,0,11,3,1,2,C,5,7,1,3,5,6,3,0,5,7,1,3,0,1,0,3,2,2,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1181537,0,1,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,1,.,2,1,3,0,.,1,1,.,1201,25003,1,1,1
1181602,0,4,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1181644,6,9,5,1,2,C,4,7,13,4,5,7,3,0,4,7,13,5,0,0,0,3,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1181677,0,1,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1181826,6,4,2,1,2,C,6,4,10,6,6,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1182121,0,7,3,1,2,C,6,4,10,6,6,10,4,0,6,4,10,4,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1182147,0,6,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1182170,5,6,2,1,2,C,6,4,10,6,2,10,4,0,6,4,10,4,1,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1182279,5,11,2,1,2,C,6,5,10,6,6,10,4,0,6,5,10,4,0,1,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1182295,0,5,3,1,2,C,5,4,8,6,3,7,3,.,5,4,8,2,.,0,0,8,0,.,1,1,3,.,.,.,1,1,1201,25003,1,1,1
1182345,0,1,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1182352,0,9,2,1,2,C,5,7,10,6,4,4,3,0,5,7,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1182394,0,9,2,1,2,C,5,4,10,6,4,10,4,0,5,4,10,4,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1182444,0,4,2,1,2,C,6,4,13,6,3,13,1,0,6,4,13,1,.,0,0,8,2,.,2,2,3,.,.,.,1,1,1201,25003,1,1,1
1182519,0,8,2,1,2,C,5,6,10,5,6,10,4,0,5,6,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1182527,0,11,4,1,2,C,4,5,7,5,5,10,4,0,4,5,7,3,0,0,0,3,2,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1182634,0,9,3,1,2,C,5,4,4,5,5,4,3,0,5,4,4,3,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1182642,0,2,1,1,2,C,6,3,10,7,9,11,7,.,6,3,10,4,0,0,0,8,4,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1182816,0,1,1,1,2,C,6,6,13,7,9,11,7,.,6,6,13,1,0,0,0,8,4,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1182873,5,6,2,1,1,C,5,4,3,5,5,9,3,0,5,4,3,2,0,0,1,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1182881,0,5,1,1,2,C,6,8,1,7,9,11,7,.,6,8,1,2,1,1,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1182899,0,9,2,1,2,C,5,3,3,5,5,10,4,0,5,3,3,2,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1182980,0,6,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1183004,0,1,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1183012,0,12,2,1,2,C,5,7,1,5,6,2,3,0,5,7,1,3,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1183053,5,8,2,1,2,C,5,5,13,6,7,10,4,0,5,5,13,5,0,0,4,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1183061,0,6,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,1,8,4,.,3,1,3,0,.,1,1,1,1201,25003,1,1,1
1183079,0,7,2,1,2,C,6,4,9,7,9,11,7,.,6,4,9,3,0,0,0,8,1,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1183095,0,4,2,1,2,C,6,6,13,6,6,10,4,0,6,6,13,5,0,0,2,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1183160,6,7,2,1,2,C,6,3,10,6,6,10,4,0,6,3,10,4,1,1,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1183202,0,7,2,1,2,C,6,8,10,6,7,13,5,0,6,8,10,4,0,0,0,8,2,.,3,2,3,0,.,1,1,1,1201,25003,1,1,1
1183277,0,6,2,1,2,C,5,4,7,5,5,6,2,0,5,4,7,2,1,1,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1183327,6,11,2,1,2,C,5,4,2,5,4,6,3,.,5,4,2,3,0,0,0,8,2,.,4,3,3,0,.,1,1,1,1256,25003,1,1,1
1183376,0,7,2,1,2,C,6,6,4,7,9,11,7,.,6,6,4,3,0,2,0,1,3,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1183491,0,5,2,1,2,C,5,5,4,5,6,7,3,1,5,5,4,3,0,1,0,8,2,1,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1183541,0,1,2,1,1,C,6,4,13,6,4,10,4,0,6,4,13,1,0,0,0,8,2,.,2,1,3,0,.,1,1,.,1201,25003,1,1,1
1183632,6,6,2,1,1,C,5,5,3,7,9,11,7,.,5,5,3,3,1,0,1,8,5,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1183715,0,3,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1183756,0,6,2,1,2,C,5,4,10,6,5,10,4,0,5,4,10,4,0,0,0,8,2,.,5,2,3,0,.,1,1,1,1201,25003,1,1,1
1183897,0,6,1,1,1,C,5,3,2,5,3,2,3,0,7,9,11,7,.,0,0,8,3,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1184028,6,6,2,1,2,C,4,4,3,4,4,13,1,1,4,4,3,3,0,0,2,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1184069,0,9,1,1,2,C,6,8,10,7,9,11,7,.,6,8,10,4,0,1,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1184119,6,11,2,1,2,C,5,6,4,5,6,4,3,0,5,6,4,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1184317,0,12,2,1,2,C,5,8,1,5,4,6,3,0,5,8,1,3,0,1,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1184374,0,5,1,1,2,C,6,6,10,7,9,11,7,.,6,6,10,4,.,1,0,8,4,.,3,9,3,0,.,1,1,.,1201,25003,1,1,1
1184432,0,9,2,1,2,C,5,4,10,5,6,10,4,0,5,4,10,4,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1220,25003,1,1,1
1184499,0,7,2,1,2,C,5,5,1,5,5,3,3,.,5,5,1,3,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1184648,6,5,2,1,2,C,6,3,10,6,2,10,4,0,6,3,10,4,0,1,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1184655,0,7,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1184671,0,12,2,1,2,C,5,7,1,5,7,1,3,0,5,7,1,3,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1184788,0,12,2,1,2,C,6,7,2,6,7,2,3,0,6,7,2,2,0,0,0,8,2,1,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1184895,0,5,1,1,2,C,4,5,1,7,9,11,7,.,4,5,1,3,1,0,0,8,3,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1185041,0,9,2,1,2,C,6,6,10,5,5,10,4,0,6,6,10,4,0,0,0,8,2,.,5,2,3,0,.,1,1,1,1201,25003,1,1,1
1185116,0,6,3,1,2,C,5,5,1,5,6,7,3,0,5,5,1,2,0,1,5,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1185140,6,10,3,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,.,5,5,3,0,.,1,1,1,1201,25003,1,1,1
1185199,0,12,2,1,2,C,6,8,10,6,4,10,4,0,6,8,10,4,0,0,2,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1185264,0,5,3,1,1,C,4,5,1,4,4,13,5,0,4,5,1,2,0,1,0,3,2,.,3,3,3,0,.,1,1,.,1201,25003,1,1,1
1185538,0,5,1,1,2,C,5,4,3,7,9,11,7,.,5,4,3,2,0,0,1,8,3,.,1,1,3,.,.,.,5,1,1201,25003,1,1,1
1185587,0,9,2,1,2,C,4,4,1,4,5,6,3,1,4,4,1,2,1,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1185595,0,12,4,1,2,C,4,6,13,5,7,1,3,0,4,6,13,5,0,0,0,2,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1185645,6,7,4,1,2,C,5,7,1,5,8,1,3,0,5,7,1,3,0,1,0,8,2,.,3,2,3,0,.,1,1,1,1201,25003,1,1,1
1185694,0,8,2,1,2,C,4,7,2,5,4,6,3,0,4,7,2,3,1,0,0,8,2,.,2,2,3,.,.,.,1,1,1201,25003,1,1,1
1185801,0,8,2,1,2,C,4,5,1,5,5,5,3,0,4,5,1,3,0,0,0,8,2,.,5,5,3,1,1,1,1,1,1201,25003,1,1,1
1185819,6,6,2,1,2,C,5,3,10,6,4,10,4,0,5,3,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1226,25003,1,1,1
1185876,0,11,4,1,2,C,4,7,2,4,3,6,3,1,4,7,2,3,0,0,0,3,2,.,2,2,3,0,.,1,1,1,1226,25003,1,1,1
1185926,0,6,2,1,2,C,6,5,10,7,9,11,7,.,6,5,10,4,0,0,1,2,4,.,3,3,3,0,.,1,1,.,1201,25003,1,1,1
1186056,0,7,2,1,2,C,6,5,10,6,4,10,4,0,6,5,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1186106,6,3,2,1,2,C,6,3,10,6,3,10,4,0,6,3,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1186122,0,7,2,1,2,C,5,4,13,5,4,6,3,0,5,4,13,5,0,2,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1186213,5,7,2,1,2,C,6,6,10,6,4,10,4,0,6,6,10,4,0,1,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1186221,0,9,2,1,2,C,4,6,4,5,6,2,3,1,4,6,4,3,0,0,2,8,2,.,4,4,3,0,.,1,1,1,1226,25003,1,1,1
1186239,0,2,2,1,1,C,6,2,10,7,9,11,7,.,6,2,10,4,0,0,0,8,4,.,4,4,3,0,.,1,1,.,1201,25003,1,1,1
1186247,0,5,2,3,2,C,6,5,10,6,8,10,4,0,6,5,10,4,0,1,0,8,2,1,4,4,3,0,.,97,1,1,1226,25003,1,1,1
1186288,0,8,2,1,2,C,5,4,8,6,4,7,2,0,5,4,8,3,0,1,0,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1186346,0,5,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1186361,0,6,1,1,2,C,6,8,10,7,9,11,7,.,6,8,10,4,0,0,0,8,4,.,2,2,3,0,.,1,1,.,1201,25003,1,1,1
1186544,0,7,1,1,2,C,5,8,1,7,9,11,7,.,5,8,1,3,0,0,0,8,5,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1186619,6,5,2,1,2,C,5,6,13,6,7,10,4,0,5,6,13,1,0,1,3,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1186775,0,7,2,1,2,C,6,4,10,6,5,10,4,0,6,4,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1186809,0,10,2,1,2,C,5,4,4,5,8,1,3,0,5,4,4,2,0,0,1,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1186858,6,3,1,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1186940,0,11,3,1,2,C,5,6,2,5,6,1,3,0,5,6,2,3,0,0,2,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1186981,0,6,2,1,2,C,5,4,10,5,4,10,4,0,5,4,10,4,1,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1187062,6,8,2,1,2,C,5,7,1,4,7,1,3,1,5,7,1,3,0,2,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1187203,0,10,2,1,2,C,5,5,1,5,3,10,4,.,5,5,1,3,0,0,0,8,4,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1187211,0,8,2,1,2,C,6,8,10,6,5,10,4,0,6,8,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1187344,5,1,1,1,1,C,6,2,10,7,9,11,7,.,6,2,10,4,0,0,1,8,1,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1187377,0,6,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1226,25003,1,1,1
1187419,0,8,2,1,2,C,6,5,10,6,4,3,3,0,6,5,10,4,1,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1187443,0,7,2,1,2,C,6,4,4,6,4,10,4,0,6,4,4,2,0,0,0,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1187500,0,4,2,1,2,C,6,7,4,6,3,13,1,0,6,7,4,2,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1187567,0,7,2,1,2,C,6,7,10,6,7,10,4,0,7,9,11,7,.,0,0,8,3,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1187617,0,6,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,1,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1187757,0,1,2,1,2,C,5,6,10,6,7,10,4,0,5,6,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1187773,0,11,2,1,2,C,4,7,3,4,7,3,3,0,4,7,3,2,0,0,1,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1187799,6,7,3,1,2,C,5,5,3,5,4,9,3,0,5,5,3,3,0,0,2,8,2,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1187831,0,7,3,1,2,C,5,5,13,7,9,11,7,.,5,5,13,6,0,0,2,8,3,.,3,3,3,0,.,1,1,1,1225,25003,1,1,1
1187880,6,6,1,1,2,C,4,5,1,7,9,11,7,.,4,5,1,3,1,0,1,8,1,.,2,2,3,0,.,1,1,1,1226,25003,1,1,1
1187922,0,8,2,1,2,C,6,4,10,6,4,10,4,0,6,4,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1188136,0,11,3,1,2,C,5,4,13,5,7,10,4,0,5,4,13,5,0,0,1,8,2,.,3,1,3,0,.,1,1,1,1201,25003,1,1,1
1188151,0,4,2,1,1,C,6,4,13,6,4,13,1,0,6,4,13,1,0,0,1,8,2,.,2,2,3,0,.,1,1,1,1226,25003,1,1,1
1188250,0,5,2,1,2,C,6,8,13,6,8,10,4,0,6,8,13,1,0,0,0,8,2,.,5,4,3,0,.,1,1,1,1201,25003,1,1,1
1188276,5,7,3,1,1,C,4,4,4,7,9,11,7,.,4,4,4,3,1,0,0,8,3,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1188326,0,5,1,1,1,C,6,4,13,7,9,11,7,.,6,4,13,1,0,0,0,8,4,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1188458,0,2,2,1,1,C,3,4,10,3,4,13,1,0,3,4,10,4,0,1,0,8,1,.,3,3,3,.,.,.,1,.,1201,25003,1,1,1
1188524,0,8,3,1,2,C,4,6,6,4,4,2,3,0,4,6,6,3,0,1,1,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1188581,0,6,6,1,2,C,6,6,1,6,5,1,3,.,6,6,1,2,.,3,0,8,0,.,3,3,3,.,.,.,1,1,1201,25003,1,1,1
1188748,6,11,2,1,2,C,5,7,10,6,7,10,4,0,5,7,10,4,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1188946,0,7,1,1,2,C,4,7,1,7,9,11,7,.,4,7,1,2,0,1,0,8,5,.,1,1,3,0,.,1,1,1,1254,25003,1,1,1
1188961,0,3,3,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,0,8,4,.,2,1,3,0,.,1,1,1,1254,25003,1,1,1
1188995,0,5,2,1,2,C,6,5,10,7,9,11,7,.,6,5,10,4,0,1,0,8,4,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1189019,0,9,2,1,2,C,5,6,1,5,7,4,3,1,5,6,1,2,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1189027,0,4,1,1,2,C,6,4,10,7,9,11,7,.,6,4,10,4,0,1,0,8,4,1,2,2,3,0,.,1,1,1,1226,25003,1,1,1
1189209,0,8,2,1,2,C,6,4,13,7,9,11,7,.,6,4,13,5,0,0,1,8,4,.,2,2,3,0,.,1,1,1,1226,25003,1,1,1
1189217,6,11,2,1,2,C,6,6,13,6,6,10,4,0,6,6,13,5,0,0,0,8,2,.,3,3,3,0,.,1,1,1,1201,25003,1,1,1
1189233,0,10,2,1,2,C,4,6,1,5,6,6,3,0,4,6,1,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1189340,0,10,2,1,2,C,5,7,10,5,7,1,3,0,5,7,10,4,0,0,0,8,2,.,1,1,3,0,.,1,1,.,1201,25003,1,1,1
1189365,6,10,3,1,1,C,6,4,10,7,9,11,7,.,6,4,10,4,0,0,1,8,4,.,4,4,3,0,.,1,1,1,1201,25003,1,1,1
1189423,0,4,2,1,1,C,6,5,1,6,4,10,4,0,6,5,1,2,0,0,0,8,2,.,1,1,3,0,.,1,1,1,1201,25003,1,1,1
1189498,0,9,2,1,1,C,4,7,2,4,7,7,3,0,4,7,2,3,0,0,0,8,2,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1189514,0,8,2,1,2,C,5,4,1,5,6,6,3,0,5,4,1,3,0,0,0,8,2,.,2,1,3,0,.,1,1,1,1201,25003,1,1,1
1189605,0,5,1,1,2,C,6,5,10,6,5,10,4,0,7,9,11,7,.,0,0,8,4,.,2,2,3,0,.,1,1,1,1201,25003,1,1,1
1189621,0,6,2,1,2,C,5,6,13,7,9,11,7,.,5,6,13,1,1,1,0,8,4,.,1,1,3,.,.,.,1,1,1201,25003,1,1,1
1189639,5,4,1,1,2,C,5,6,1,7,9,11,7,.,5,6,1,2,0,1,0,8,4,1,4,4,3,0,.,1,1,1,1201,25003,1,1,1
