IRI_KEY,OU,EST_ACV,Market_Name,Open,Clsd,MskdName
240093,GR,33.603,"PORTLAND,OR",849,9998,Chain79
240127,GR,19.26599,ATLANTA,496,1146,Chain23
240157,GR,19.71799,NEW YORK,435,1324,Chain114
240314,GR,19.06599,DETROIT,682,9998,Chain10
240337,GR,20.01999,CLEVELAND,912,1423,Chain122
240394,GR,26.08199,BOSTON,435,1333,Chain107
240464,GR,33.70499,BOSTON,795,1269,Chain50
240519,GR,23.517,"PROVIDENCE,RI",629,9998,Chain107
240594,GR,14.80399,"DALLAS, TX",795,9998,Chain76
240668,GR,25.93999,PEORIA/SPRINGFLD.,570,1220,Chain103
240692,GR,12.451,DES MOINES,435,9998,Chain53
240713,GR,14.419,PEORIA/SPRINGFLD.,795,9998,Chain59
240742,GR,19.09698,PEORIA/SPRINGFLD.,435,1327,Chain55
241041,GR,19.26599,RALEIGH/DURHAM,887,1353,Chain129
241050,GR,23.724,BIRMINGHAM/MONTG.,878,1433,Chain69
241158,GR,27.60199,SEATTLE/TACOMA,518,9998,Chain119
241220,GR,24.78999,LOS ANGELES,1092,9998,Chain113
241243,GR,10.95399,LOS ANGELES,547,9998,Chain94
241418,GR,13.559,BIRMINGHAM/MONTG.,435,1201,Chain20
241439,GR,15.006,MILWAUKEE,686,1153,Chain42
241514,GR,27.353,SACRAMENTO,485,1334,Chain98
241516,GR,34.85397,GRAND RAPIDS,444,9998,Chain75
241553,GR,8.663994,RICHMOND/NORFOLK,485,9998,Chain35
241565,GR,33.47498,ST. LOUIS,435,9998,Chain103
241567,GR,23.80099,CHARLOTTE,461,1381,Chain52
241628,GR,20.91499,SAN FRANCISCO,795,1340,Chain94
241659,GR,9.602997,TOLEDO,1136,1271,Chain87
241709,GR,15.698,PHILADELPHIA,870,1269,Chain133
241931,GR,27.09799,LOS ANGELES,553,9998,Chain124
241941,GR,20.91499,LOS ANGELES,756,1382,Chain94
241965,GR,14.598,SEATTLE/TACOMA,435,9998,Chain92
241974,GR,19.26599,SYRACUSE,584,9998,Chain46
241981,GR,25.55899,NEW YORK,1117,9998,Chain114
241995,GR,19.31499,SEATTLE/TACOMA,938,9998,Chain119
242002,GR,17.23,"PORTLAND,OR",755,1278,Chain4
242020,GR,20.37,SAN FRANCISCO,435,9998,Chain7
242061,GR,9.598,NEW YORK,842,9998,Chain65
242224,GR,54.366,BOSTON,489,1217,Chain30
242349,GR,19.12299,SEATTLE/TACOMA,435,9998,Chain92
242371,GR,41.20599,CHICAGO,790,1417,Chain115
242405,GR,29.60399,"WASHINGTON, DC",435,1395,Chain101
242435,GR,25.64099,SACRAMENTO,435,1271,Chain98
242496,GR,12.058,BIRMINGHAM/MONTG.,679,1361,Chain20
242546,GR,18.28499,ATLANTA,863,9998,Chain69
242564,GR,27.439,HARRISBURG/SCRANT,584,9998,Chain40
242601,GR,19.26599,RALEIGH/DURHAM,814,1339,Chain131
242662,GR,12.058,BIRMINGHAM/MONTG.,797,1364,Chain20
242965,GR,16.58499,SOUTH CAROLINA,435,9998,Chain16
242971,GR,19.26599,LOS ANGELES,435,1281,Chain22
243172,GR,19.26599,SOUTH CAROLINA,761,1353,Chain130
243368,GR,40.57199,SACRAMENTO,1064,9998,Chain98
243388,GR,31.528,MINNEAPOLIS/ST. PAUL,435,9998,Chain97
243400,GR,10.422,HOUSTON,435,9998,Chain95
243432,GR,27.26999,KANSAS CITY,675,9998,Chain29
243496,GR,10.27699,SOUTH CAROLINA,662,1367,Chain35
243575,GR,26.827,NEW YORK,738,9998,Chain10
243621,GR,20.01999,CLEVELAND,797,1124,Chain122
243785,GR,33.78699,ATLANTA,435,9998,Chain69
243867,GR,23.60399,PEORIA/SPRINGFLD.,708,1219,Chain105
243941,GR,55.32098,SAN DIEGO,435,9998,Chain124
243945,GR,16.78,SAN DIEGO,435,1277,Chain94
244027,GR,19.34599,OMAHA,435,9998,Chain53
244092,GR,44.87997,"PROVIDENCE,RI",435,9998,Chain114
244163,GR,17.23,"PORTLAND,OR",435,1424,Chain4
244203,GR,11.321,KNOXVILLE,839,1219,Chain16
244283,GR,19.26599,WEST TEX/NEW MEX,833,1145,Chain39
244327,GR,23.38199,LOS ANGELES,1093,9998,Chain113
244343,GR,10.06799,OKLAHOMA CITY,490,9998,Chain102
244371,GR,24.265,LOS ANGELES,1092,9998,Chain113
244590,GR,20.91499,LOS ANGELES,998,1177,Chain94
244606,GR,21.21899,"WASHINGTON, DC",435,9998,Chain101
244628,GR,19.26599,NEW YORK,1019,1128,Chain45
244696,GR,45.47498,PHILADELPHIA,539,1262,Chain134
244708,GR,19.161,CHARLOTTE,811,9998,Chain52
244731,GR,23.80099,SOUTH CAROLINA,521,1139,Chain52
244797,GR,11.321,CHARLOTTE,467,1333,Chain16
244801,GR,19.26599,SOUTH CAROLINA,519,1353,Chain130
244941,GR,28.42499,LOS ANGELES,435,9998,Chain94
245116,GR,19.209,LOS ANGELES,1092,9998,Chain113
245443,GR,14.071,"PORTLAND,OR",958,9998,Chain120
245589,GR,27.76799,DES MOINES,532,1220,Chain27
245616,GR,23.80099,SOUTH CAROLINA,435,1249,Chain52
245626,GR,21.35899,LOS ANGELES,873,1412,Chain124
245639,GR,19.26599,SOUTH CAROLINA,664,1355,Chain130
245673,GR,34.06198,CHICAGO,851,9998,Chain31
245748,GR,7.998997,GRAND RAPIDS,435,9998,Chain112
245778,GR,34.38098,SEATTLE/TACOMA,1073,9998,Chain79
245863,GR,17.51099,CHICAGO,435,1175,Chain31
245894,GR,25.40399,PHILADELPHIA,709,9998,Chain41
245922,GR,21.35899,LOS ANGELES,532,1226,Chain124
246043,GR,40.75998,BOSTON,1139,1253,Chain30
246044,GR,20.01999,BUFFALO/ROCHESTER,617,1116,Chain122
246084,GR,19.26599,"NEW ORLEANS, LA",1090,1114,Chain28
246084,GR,21.24599,"NEW ORLEANS, LA",1120,9998,Chain20
246179,GR,19.85199,BUFFALO/ROCHESTER,435,9998,Chain132
246183,GR,21.35899,LOS ANGELES,873,1306,Chain124
246253,GR,33.70599,NEW YORK,701,9998,Chain89
246366,GR,25.659,GREEN BAY,1032,1391,Chain97
246371,GR,20.70699,INDIANAPOLIS,1094,9998,Chain59
246406,GR,48.07498,BOSTON,487,9998,Chain30
246420,GR,12.383,INDIANAPOLIS,1107,1153,Chain78
246439,GR,25.09799,SOUTH CAROLINA,903,1275,Chain69
246444,GR,19.26599,PEORIA/SPRINGFLD.,936,1246,Chain71
246474,GR,6.688,GREEN BAY,512,9998,Chain108
246562,GR,19.09698,PEORIA/SPRINGFLD.,700,1412,Chain55
246702,GR,20.03899,MISSISSIPPI,788,1123,Chain60
246814,GR,6.688,GREEN BAY,1028,1138,Chain108
246859,GR,41.41397,"PORTLAND,OR",624,9998,Chain79
246898,GR,14.715,ROANOKE,545,9998,Chain62
247055,GR,14.69199,"TULSA,OK",659,1402,Chain6
247076,GR,19.46899,"PHOENIX, AZ",435,1395,Chain100
247077,GR,8.679993,BIRMINGHAM/MONTG.,991,9998,Chain20
247127,GR,21.31099,OMAHA,435,1320,Chain13
247159,GR,28.01199,HARTFORD,436,9998,Chain15
247176,GR,55.29599,HARTFORD,786,9998,Chain114
247272,GR,17.23,"PORTLAND,OR",435,1156,Chain4
247349,GR,19.26599,TOLEDO,826,1199,Chain106
247468,GR,17.23,WEST TEX/NEW MEX,517,1192,Chain4
247479,GR,26.84399,DES MOINES,435,9998,Chain53
247587,GR,41.327,NEW ENGLAND,990,1271,Chain50
247743,GR,22.392,PEORIA/SPRINGFLD.,520,9998,Chain59
247795,GR,10.585,CLEVELAND,1090,9998,Chain43
247802,GR,19.26599,CHICAGO,435,1259,Chain71
247832,GR,52.34698,SAN FRANCISCO,435,9998,Chain117
247842,GR,17.198,"NEW ORLEANS, LA",822,1356,Chain10
247863,GR,19.26599,ATLANTA,495,1158,Chain23
247916,GR,12.711,SOUTH CAROLINA,435,9998,Chain16
247923,GR,25.75299,HOUSTON,772,9998,Chain63
248104,GR,15.83199,HOUSTON,435,9998,Chain63
248128,GR,41.79898,PITTSFIELD,435,9998,Chain15
248173,GR,19.26599,"PHOENIX, AZ",497,1122,Chain1
248191,GR,12.976,CHICAGO,1029,9998,Chain31
248244,GR,22.97899,BIRMINGHAM/MONTG.,931,9998,Chain20
248366,GR,16.90199,SACRAMENTO,925,9998,Chain104
248488,GR,25.12299,KNOXVILLE,546,1162,Chain61
248504,GR,17.41299,BIRMINGHAM/MONTG.,541,9998,Chain61
248722,GR,17.198,DETROIT,605,1294,Chain10
248967,GR,9.908997,HARRISBURG/SCRANT,747,9998,Chain133
249007,GR,41.20599,MINNEAPOLIS/ST. PAUL,435,1200,Chain115
249009,GR,35.62299,ST. LOUIS,435,1129,Chain32
249047,GR,4.662998,GREEN BAY,1162,9998,Chain108
249226,GR,24.995,SALT LAKE CITY,435,1215,Chain110
249390,GR,20.91499,SAN FRANCISCO,948,1431,Chain94
249718,GR,12.195,"DALLAS, TX",778,1120,Chain17
249722,GR,14.211,SEATTLE/TACOMA,1147,9998,Chain8
249735,GR,18.22899,PHILADELPHIA,842,1275,Chain89
249736,GR,12.81699,CHICAGO,435,9998,Chain31
249779,GR,43.97198,RALEIGH/DURHAM,439,9998,Chain52
249782,GR,20.91499,SAN FRANCISCO,822,1430,Chain94
249802,GR,14.98599,MISSISSIPPI,751,1228,Chain125
249875,GR,10.086,SALT LAKE CITY,435,9998,Chain8
249879,GR,15.356,BOSTON,435,1427,Chain107
250029,GR,7.373997,"DALLAS, TX",719,9998,Chain76
250094,GR,36.69397,ATLANTA,435,9998,Chain69
250379,GR,22.96399,SEATTLE/TACOMA,435,9998,Chain119
250381,GR,21.32199,ATLANTA,706,9998,Chain69
250423,GR,12.849,KANSAS CITY,793,9998,Chain11
250442,GR,11.506,MISSISSIPPI,587,1199,Chain60
250517,GR,11.82999,CHARLOTTE,454,9998,Chain35
250540,GR,14.69199,"DALLAS, TX",435,1322,Chain6
250584,GR,11.131,SEATTLE/TACOMA,518,9998,Chain119
250631,GR,40.85999,HARTFORD,806,9998,Chain114
250710,GR,34.258,RICHMOND/NORFOLK,964,9998,Chain36
250719,GR,26.616,BIRMINGHAM/MONTG.,467,9998,Chain61
250725,GR,22.98599,PHILADELPHIA,435,9998,Chain89
250727,GR,15.006,GREEN BAY,644,1261,Chain42
250819,GR,10.729,"DALLAS, TX",756,1427,Chain76
250872,GR,61.17999,NEW ENGLAND,947,9998,Chain30
251002,GR,25.93999,ST. LOUIS,493,1198,Chain103
251057,GR,9.196999,"DALLAS, TX",788,9998,Chain76
251069,GR,14.896,TOLEDO,560,9998,Chain57
251254,GR,45.85498,HARTFORD,436,9998,Chain134
251347,GR,30.75899,HARTFORD,926,9998,Chain114
251374,GR,43.89999,PHILADELPHIA,826,9998,Chain134
251434,GR,18.26199,"DALLAS, TX",921,9998,Chain6
251447,GR,12.84599,MISSISSIPPI,1070,1307,Chain127
251549,GR,16.409,NEW YORK,1117,9998,Chain114
251550,GR,41.69998,MILWAUKEE,710,9998,Chain97
251569,GR,19.09698,CHICAGO,435,9998,Chain55
251674,GR,15.67799,SAN FRANCISCO,435,9998,Chain7
251686,GR,52.02399,GRAND RAPIDS,436,1142,Chain75
251803,GR,20.03899,MISSISSIPPI,521,1170,Chain60
251906,GR,44.56897,HARTFORD,435,9998,Chain114
251986,GR,52.46597,MILWAUKEE,435,9998,Chain97
252037,GR,40.44498,HARTFORD,435,1335,Chain114
252039,GR,14.69199,HOUSTON,873,1181,Chain6
252139,GR,41.87198,BUFFALO/ROCHESTER,435,9998,Chain132
252147,GR,43.75699,TOLEDO,571,9998,Chain75
252150,GR,14.862,"DALLAS, TX",724,9998,Chain76
252154,GR,19.95399,WEST TEX/NEW MEX,659,9998,Chain4
252201,GR,19.40199,"DALLAS, TX",435,1129,Chain64
252248,GR,11.961,"DALLAS, TX",795,9998,Chain76
252276,GR,17.198,MILWAUKEE,955,1252,Chain10
252322,GR,19.26599,WEST TEX/NEW MEX,435,1145,Chain39
252362,GR,15.698,"WASHINGTON, DC",748,1204,Chain133
252570,GR,30.491,ST. LOUIS,435,9998,Chain32
252623,GR,19.26599,CHICAGO,1030,1221,Chain71
252805,GR,19.98,DETROIT,1043,9998,Chain10
252869,GR,21.571,WEST TEX/NEW MEX,751,1340,Chain110
252999,GR,9.261993,SOUTH CAROLINA,689,9998,Chain16
253072,GR,44.09399,SAN FRANCISCO,702,1233,Chain117
253077,GR,12.478,SALT LAKE CITY,435,9998,Chain8
253139,GR,62.646,DETROIT,767,9998,Chain75
253179,GR,40.13599,NEW YORK,435,9998,Chain89
253279,GR,17.198,NEW YORK,882,1328,Chain10
253422,GR,19.09698,CHICAGO,435,1191,Chain55
253454,GR,32.36697,RICHMOND/NORFOLK,710,1406,Chain36
253527,GR,15.006,GREEN BAY,969,1247,Chain42
253546,GR,17.771,HOUSTON,435,9998,Chain34
253574,GR,22.11299,DETROIT,435,1139,Chain58
253599,GR,44.70898,BUFFALO/ROCHESTER,435,9998,Chain132
253671,GR,21.59099,MILWAUKEE,875,9998,Chain42
253785,GR,12.058,BIRMINGHAM/MONTG.,958,1285,Chain20
253874,GR,19.09698,CHICAGO,435,9998,Chain55
253936,GR,21.65199,"DALLAS, TX",659,9998,Chain6
254040,GR,30.56898,NEW YORK,1117,1185,Chain114
254228,GR,18.40999,"DALLAS, TX",542,1412,Chain64
254403,GR,23.80099,ATLANTA,1128,1141,Chain52
254438,GR,19.987,CHARLOTTE,461,9998,Chain16
254648,GR,9.901993,SALT LAKE CITY,435,9998,Chain110
254716,GR,17.198,DETROIT,1071,1276,Chain10
254904,GR,30.43399,NEW ENGLAND,877,9998,Chain85
254990,GR,19.26599,KANSAS CITY,762,9998,Chain84
255020,GR,12.911,SAN DIEGO,785,9998,Chain94
255390,GR,11.618,SAN FRANCISCO,435,9998,Chain7
255503,GR,18.532,NEW YORK,654,9998,Chain10
255563,GR,30.56898,"PROVIDENCE,RI",435,1272,Chain114
255588,GR,12.058,ATLANTA,435,1216,Chain20
255653,GR,27.00999,NEW YORK,435,1209,Chain89
255837,GR,19.09698,CHICAGO,496,9998,Chain55
255883,GR,19.09698,CHICAGO,939,9998,Chain55
255955,GR,20.45399,PHILADELPHIA,435,9998,Chain89
256021,GR,16.532,LOS ANGELES,547,9998,Chain94
256069,GR,18.65199,SAN FRANCISCO,1094,1276,Chain7
256183,GR,17.198,MILWAUKEE,1039,1227,Chain10
256221,GR,19.09698,CHICAGO,435,1169,Chain55
256370,GR,16.312,NEW ENGLAND,570,9998,Chain30
256397,GR,18.65199,SAN FRANCISCO,435,1118,Chain7
256405,GR,19.26599,PEORIA/SPRINGFLD.,611,1259,Chain71
256423,GR,57.92999,CHICAGO,545,9998,Chain31
256427,GR,17.95399,"DALLAS, TX",435,9998,Chain76
256432,GR,8.108994,SEATTLE/TACOMA,435,9998,Chain8
256498,DR,3.988998,SEATTLE/TACOMA,863,9998,Chain136
256582,GR,19.74799,"DALLAS, TX",545,9998,Chain64
256649,GR,14.614,SEATTLE/TACOMA,435,1125,Chain8
256761,GR,18.41199,NEW YORK,733,1374,Chain66
256809,GR,17.342,OKLAHOMA CITY,659,9998,Chain6
256951,GR,16.19199,NEW YORK,435,9998,Chain10
256975,GR,14.614,SEATTLE/TACOMA,435,1409,Chain8
256982,GR,32.18198,HARTFORD,842,1233,Chain15
256998,GR,19.26599,CHICAGO,602,1255,Chain71
257002,GR,18.57999,SEATTLE/TACOMA,1075,9998,Chain92
257006,GR,19.26599,EAU CLAIRE,435,1173,NONE
257116,GR,19.26599,ATLANTA,495,1158,Chain23
257135,GR,29.23199,LOS ANGELES,435,9998,Chain5
257136,GR,41.20599,CHICAGO,540,1417,Chain115
257178,GR,7.240997,INDIANAPOLIS,768,9998,Chain59
257207,GR,20.01999,CLEVELAND,441,1197,Chain122
257337,GR,21.87199,SAN DIEGO,946,9998,Chain94
257373,GR,17.198,NEW YORK,1064,1128,Chain10
257520,GR,27.97299,SYRACUSE,709,1366,Chain85
257557,GR,18.41199,NEW YORK,435,9998,Chain66
257593,GR,21.59599,PHILADELPHIA,435,1144,Chain9
257658,GR,16.69099,PEORIA/SPRINGFLD.,567,9998,Chain59
257828,GR,28.98099,ST. LOUIS,833,1129,Chain105
257871,GR,41.20599,EAU CLAIRE,954,1346,Chain115
257937,GR,22.25999,LOS ANGELES,1092,1403,Chain113
257997,GR,10.131,BIRMINGHAM/MONTG.,684,9998,Chain127
258092,GR,10.337,BIRMINGHAM/MONTG.,934,9998,Chain20
258109,GR,10.549,BOSTON,435,9998,Chain107
258119,GR,11.321,SOUTH CAROLINA,519,1172,Chain16
258162,GR,7.998997,GRAND RAPIDS,705,9998,Chain112
258233,GR,19.09698,PEORIA/SPRINGFLD.,700,1412,Chain55
258282,GR,69.24298,NEW ENGLAND,566,9998,Chain30
258305,GR,20.91499,SACRAMENTO,1053,1339,Chain94
258325,GR,12.058,"NEW ORLEANS, LA",435,1286,Chain20
258411,GR,26.73,SAN DIEGO,587,1134,Chain124
258445,GR,14.058,"PORTLAND,OR",435,9998,Chain120
258492,GR,21.657,SOUTH CAROLINA,519,9998,Chain69
258588,GR,19.23199,"DALLAS, TX",624,1367,Chain24
258592,GR,17.198,DETROIT,576,1236,Chain10
258604,GR,10.27699,KNOXVILLE,795,1286,Chain35
258606,GR,28.76399,CLEVELAND,1097,9998,Chain43
258621,GR,17.23,"PHOENIX, AZ",608,1187,Chain4
258709,GR,17.198,MILWAUKEE,1120,1202,Chain10
258855,GR,16.61699,SAN DIEGO,1075,9998,Chain5
258871,GR,13.348,HARRISBURG/SCRANT,774,9998,Chain133
258898,GR,19.23,"PORTLAND,OR",435,1344,Chain79
258982,GR,15.30299,ROANOKE,435,9998,Chain62
258988,GR,13.923,SEATTLE/TACOMA,518,9998,Chain119
259101,GR,31.90799,ST. LOUIS,983,1315,Chain32
259111,GR,4.727997,PITTSFIELD,803,9998,NONE
259171,GR,9.024994,RICHMOND/NORFOLK,742,9998,Chain35
259335,GR,17.02499,RALEIGH/DURHAM,435,9998,Chain52
259446,GR,11.73599,LOS ANGELES,837,9998,Chain94
259476,GR,7.490997,KNOXVILLE,1139,9998,Chain70
259495,GR,19.09698,CHICAGO,683,9998,Chain55
259499,GR,27.57199,"PHOENIX, AZ",855,9998,Chain100
259543,GR,60.15799,NEW ENGLAND,435,9998,Chain50
259603,GR,19.26599,"NEW ORLEANS, LA",963,1115,Chain74
259623,GR,19.26599,"NEW ORLEANS, LA",435,1114,Chain28
259623,GR,9.754997,"NEW ORLEANS, LA",1120,9998,Chain20
259661,GR,16.90399,LOS ANGELES,438,9998,Chain5
259693,GR,12.672,DETROIT,592,9998,Chain10
259710,GR,22.62799,HARTFORD,935,9998,Chain15
259735,GR,14.06599,LOS ANGELES,435,9998,Chain5
260160,GR,20.92099,NEW YORK,842,9998,Chain65
260176,GR,30.56898,BOSTON,475,1275,Chain114
260230,GR,19.09698,CHICAGO,727,9998,Chain55
260243,GR,18.297,ATLANTA,936,9998,Chain69
260288,GR,5.377998,INDIANAPOLIS,1142,9998,Chain116
260318,GR,14.69199,OMAHA,435,1305,Chain6
260382,GR,11.321,SOUTH CAROLINA,435,1171,Chain16
260410,GR,19.26599,PEORIA/SPRINGFLD.,807,1259,Chain71
260425,GR,19.26599,CHARLOTTE,435,1355,Chain131
260505,GR,28.31499,BOSTON,435,9998,Chain107
260549,GR,21.258,"DALLAS, TX",659,9998,Chain6
260554,GR,12.23499,RALEIGH/DURHAM,447,9998,Chain35
260619,GR,21.31099,OMAHA,435,1356,Chain13
260790,GR,30.45299,NEW YORK,857,9998,Chain89
260829,GR,21.31099,OMAHA,435,1311,Chain13
261694,GR,63.84399,BOSTON,487,9998,Chain30
261765,GR,10.356,"DALLAS, TX",659,9998,Chain6
261773,GR,11.279,CHARLOTTE,483,1292,Chain35
261782,GR,23.57399,INDIANAPOLIS,540,9998,Chain59
261919,GR,13.364,PHILADELPHIA,435,9998,Chain9
262021,GR,14.98599,MISSISSIPPI,945,1355,Chain125
262029,GR,19.26599,CHARLOTTE,708,1355,Chain131
262080,GR,19.89,RALEIGH/DURHAM,435,1312,Chain62
262175,GR,26.71199,DES MOINES,568,1178,Chain115
262295,GR,7.752998,"PHOENIX, AZ",435,9998,Chain14
262313,GR,34.73898,"PHOENIX, AZ",435,9998,Chain100
262433,GR,22.70699,CHICAGO,651,9998,Chain31
262554,GR,19.26599,PEORIA/SPRINGFLD.,568,1250,Chain71
262563,GR,21.84099,SEATTLE/TACOMA,730,9998,Chain47
262569,GR,19.09698,CHICAGO,727,9998,Chain55
262572,GR,27.60599,NEW YORK,842,1194,Chain89
262684,GR,6.053997,ST. LOUIS,659,1164,Chain116
262702,GR,7.896999,CHARLOTTE,475,9998,Chain35
262725,GR,8.390999,"DALLAS, TX",795,1228,Chain76
262847,GR,17.601,SAN FRANCISCO,817,9998,Chain104
262916,GR,19.26599,"DALLAS, TX",814,1189,Chain128
262996,GR,14.52399,DETROIT,1075,9998,Chain58
263066,GR,20.76299,"PHOENIX, AZ",953,9998,Chain14
263245,GR,9.900993,RALEIGH/DURHAM,435,9998,Chain35
263279,GR,19.26599,"DALLAS, TX",964,1190,Chain128
263391,GR,11.92,SACRAMENTO,435,1277,Chain104
263478,GR,42.56799,"PHOENIX, AZ",1104,1419,Chain37
263490,GR,12.368,WEST TEX/NEW MEX,435,1432,Chain6
263568,GR,24.243,ATLANTA,863,9998,Chain69
263573,GR,21.50499,SAN FRANCISCO,435,1401,Chain104
263818,GR,22.89,BOSTON,1136,1393,Chain107
263939,GR,10.434,CHICAGO,699,1437,Chain31
264075,GR,25.133,EAU CLAIRE,460,9998,NONE
264108,GR,9.086998,SOUTH CAROLINA,435,9998,Chain16
264129,GR,22.661,WEST TEX/NEW MEX,435,9998,Chain6
264203,GR,61.61798,SYRACUSE,435,9998,Chain132
264218,GR,15.619,"TULSA,OK",669,9998,Chain6
264242,GR,38.806,BOSTON,435,9998,Chain114
264267,GR,14.78899,DES MOINES,435,1216,Chain53
264296,GR,22.08699,RICHMOND/NORFOLK,1030,1269,Chain52
264306,GR,16.47499,SAN FRANCISCO,435,9998,Chain117
264320,GR,12.438,"WASHINGTON, DC",439,9998,Chain44
264332,GR,19.26599,BIRMINGHAM/MONTG.,751,1114,Chain28
264332,GR,15.474,BIRMINGHAM/MONTG.,1120,9998,Chain20
264370,GR,14.06,HOUSTON,1073,9998,Chain95
264413,GR,17.51099,CHICAGO,679,9998,Chain31
264441,GR,12.867,BIRMINGHAM/MONTG.,997,9998,Chain127
264494,GR,33.13397,SAN FRANCISCO,638,1218,Chain98
264500,GR,15.49,LOS ANGELES,1048,9998,Chain4
264580,GR,14.91,"PORTLAND,OR",727,9998,Chain120
264603,GR,27.51599,DETROIT,435,9998,Chain58
264605,GR,14.936,"PHOENIX, AZ",685,9998,Chain14
264637,GR,19.26599,SYRACUSE,871,1187,Chain46
264725,GR,14.69199,DES MOINES,1003,1158,Chain6
264763,GR,25.93999,ST. LOUIS,811,1309,Chain103
264807,GR,24.157,MISSISSIPPI,587,9998,Chain60
264808,GR,7.473,WEST TEX/NEW MEX,795,1169,Chain102
264929,GR,26.77499,TOLEDO,913,1419,Chain57
264945,GR,9.713997,SALT LAKE CITY,435,9998,Chain8
264960,GR,10.27699,ROANOKE,761,1213,Chain35
265018,GR,33.62698,CLEVELAND,751,9998,Chain43
265080,GR,13.326,DETROIT,632,9998,Chain10
265118,GR,21.59599,PHILADELPHIA,1119,1236,Chain9
265126,GR,27.60599,NEW YORK,435,1331,Chain89
265140,GR,34.84299,"PORTLAND,OR",435,1425,Chain79
265444,GR,66.75995,BOSTON,487,9998,Chain30
265550,GR,17.7,MINNEAPOLIS/ST. PAUL,555,9998,Chain97
265557,GR,14.98599,MISSISSIPPI,703,1334,Chain125
265562,GR,25.12299,BIRMINGHAM/MONTG.,435,1137,Chain61
265587,GR,30.56898,NEW YORK,1117,1325,Chain114
265601,GR,18.933,"DALLAS, TX",435,9998,Chain64
265659,GR,16.424,SYRACUSE,435,9998,Chain122
265682,GR,17.198,DETROIT,632,1349,Chain10
265685,GR,21.35899,LOS ANGELES,711,1215,Chain124
265695,GR,24.68599,RICHMOND/NORFOLK,469,9998,Chain123
265775,GR,15.866,RALEIGH/DURHAM,947,9998,Chain35
265926,GR,19.26599,SAN DIEGO,1041,1286,Chain22
265932,GR,7.324997,"DALLAS, TX",435,9998,Chain76
266082,GR,8.478996,HARRISBURG/SCRANT,774,9998,Chain133
266090,GR,19.26599,"NEW ORLEANS, LA",963,1115,Chain74
266100,GR,21.349,ATLANTA,475,9998,Chain69
266101,GR,21.35899,LOS ANGELES,750,1114,Chain124
266117,GR,19.26599,SOUTH CAROLINA,435,1198,Chain130
266131,GR,12.383,INDIANAPOLIS,435,9998,Chain78
266235,GR,24.50299,"DALLAS, TX",887,9998,Chain64
266239,GR,14.69199,"TULSA,OK",659,1402,Chain6
266249,GR,20.91499,SACRAMENTO,1053,1384,Chain94
266316,GR,13.41599,"DALLAS, TX",891,9998,Chain24
266349,GR,24.09999,CHICAGO,435,9998,Chain55
266481,GR,43.12299,DETROIT,811,9998,Chain75
266514,GR,36.86099,SACRAMENTO,435,1124,Chain98
266596,GR,6.547997,PITTSFIELD,836,9998,NONE
266628,GR,9.286995,SALT LAKE CITY,435,9998,Chain8
266793,GR,25.827,"WASHINGTON, DC",435,9998,Chain101
266821,GR,19.26599,KANSAS CITY,842,9998,Chain84
266824,GR,57.34998,NEW YORK,435,9998,Chain134
266868,GR,10.27699,RALEIGH/DURHAM,890,1287,Chain35
266910,GR,12.383,INDIANAPOLIS,435,1241,Chain78
266912,GR,29.129,BUFFALO/ROCHESTER,435,9998,Chain132
266926,GR,22.71799,"PORTLAND,OR",483,9998,Chain79
266972,GR,16.575,NEW YORK,727,1253,Chain10
267071,GR,10.27699,RALEIGH/DURHAM,483,1220,Chain35
267136,GR,35.06,LOS ANGELES,435,1340,Chain94
267235,GR,17.52299,HOUSTON,769,9998,Chain34
267328,GR,19.26599,ATLANTA,1153,1158,Chain23
267356,GR,20.64099,SAN DIEGO,946,1288,Chain5
267393,GR,17.85899,RALEIGH/DURHAM,435,9998,Chain52
267410,GR,20.91499,LOS ANGELES,547,1345,Chain94
267466,GR,16.334,LOS ANGELES,873,1225,Chain124
267479,GR,14.84499,DETROIT,720,9998,Chain58
267552,GR,27.83899,SACRAMENTO,780,9998,Chain7
267597,GR,10.406,SALT LAKE CITY,435,9998,Chain8
267651,GR,12.202,"DALLAS, TX",908,9998,Chain24
267690,GR,45.47498,PHILADELPHIA,1031,1404,Chain134
267699,GR,41.54398,BUFFALO/ROCHESTER,662,9998,Chain122
267766,GR,13.884,SEATTLE/TACOMA,435,9998,Chain8
267899,GR,17.23,SAN DIEGO,908,9998,Chain4
268029,GR,46.73199,SYRACUSE,644,9998,Chain132
268052,GR,27.46999,ROANOKE,842,9998,Chain70
268072,GR,13.702,SACRAMENTO,439,9998,Chain7
268112,GR,12.058,BIRMINGHAM/MONTG.,718,1342,Chain20
268307,GR,29.689,HARTFORD,951,9998,Chain107
268331,GR,12.76099,"WASHINGTON, DC",667,9998,Chain10
268335,GR,11.96799,NEW YORK,902,9998,Chain10
268463,GR,7.473,"TULSA,OK",840,1169,Chain102
268492,GR,76.23297,BOSTON,487,9998,Chain30
268502,GR,19.26599,NEW YORK,887,1123,Chain45
268514,GR,10.022,SOUTH CAROLINA,1129,9998,Chain135
268634,GR,36.29398,SACRAMENTO,954,9998,Chain98
268994,GR,27.12799,SALT LAKE CITY,587,1204,Chain110
269039,GR,36.06897,"PHOENIX, AZ",544,9998,Chain37
269230,GR,14.98599,"NEW ORLEANS, LA",435,1357,Chain125
